Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Turnover,Sales Date,Sales Amount,Quantity Sold,Discount Applied
966,CA-2020-135279,2020-04-09,11-04-2020,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,132.97,3,9.7119,nan,Online,,,12.124774698695823,2020-04-16,131.37009941645726,3,0.26
8475,CA-2020-169404,2020-04-09,14-04-2020,Standard Class,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,160.896,4,-29.0536,nan,Online,,,-42.6595938942604,2020-05-06,167.13718541796734,4,0.12
6379,CA-2020-150623,2020-04-10,14-04-2020,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,120.99,1,41.9958,Returned,Online,,,56.01313980975637,2020-04-14,119.83085384838785,1,0.04
3504,CA-2020-125115,2020-04-10,10-04-2020,Same Day,RD-19930,Russell D'Ascenzo,Consumer,United States,Austin,Texas,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,126.736,3,20.3439,nan,Online,,,26.758998488159964,2020-04-23,128.31681427178427,4,0.0
7424,CA-2020-135069,2020-04-10,14-04-2020,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,240.104,4,21.9492,nan,COD,,,26.50456782315106,2020-04-27,249.4497633772741,5,0.22
6380,CA-2020-150623,2020-04-10,14-04-2020,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,335.15,5,71.5375,Returned,Online,,,89.23441584341289,2020-05-04,325.4248379322801,6,0.21
859,CA-2020-161984,2020-04-10,15-04-2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",96.61,1,3.5767,nan,Online,,,5.215323742829656,2020-04-12,101.26541656006253,2,0.13
5789,CA-2020-115070,2020-04-10,14-04-2020,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,95.32,5,1.848,nan,Online,,,2.5254494847318374,2020-04-24,97.24502108580515,5,0.04
860,CA-2020-161984,2020-04-10,15-04-2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,106.16,2,3.58,nan,Online,,,5.065538222309341,2020-04-13,106.11882790500557,3,0.11
5790,CA-2020-115070,2020-04-10,14-04-2020,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",97.419,3,-3.0933,nan,Online,,,-3.9648006788700716,2020-04-15,96.74603504585099,4,0.18
3503,CA-2020-125115,2020-04-10,10-04-2020,Same Day,RD-19930,Russell D'Ascenzo,Consumer,United States,Austin,Texas,Central,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,118.368,2,3.6288,nan,Online,,,4.906496443985002,2020-04-24,123.74622308136006,1,0.21
7425,CA-2020-135069,2020-04-10,14-04-2020,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",133.672,3,6.4176,nan,Online,,,7.696970658988164,2020-04-13,129.73836491455455,3,0.02
2001,CA-2020-166128,2020-04-11,18-04-2020,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,225.95,5,21.9945,nan,Online,,,30.400453292668058,2020-05-04,221.6949831884345,6,0.17
8319,CA-2020-130904,2020-04-11,16-04-2020,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,97.992,8,2.3616,nan,Online,,,3.0016893238695213,2020-04-18,96.10852277016524,9,0.08
8318,CA-2020-130904,2020-04-11,16-04-2020,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,108.752,1,0.1533,nan,COD,,,0.19576689096844022,2020-04-29,106.45740169150423,2,0.19
4352,US-2020-100482,2020-04-11,15-04-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,East,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,115.12,2,-4.746,Returned,Online,,,-6.453273500976753,2020-04-24,114.75780997652302,2,0.19
4351,US-2020-100482,2020-04-11,15-04-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Lancaster,Ohio,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,92.768,2,1.4672,nan,Online,,,2.163404371127684,2020-05-10,97.30601791117904,3,0.27
2005,US-2020-143028,2020-04-11,18-04-2020,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,142.364,3,-17.046,nan,COD,,,-19.18702087371622,2020-05-04,147.89892392567876,2,0.12
2002,CA-2020-166128,2020-04-11,18-04-2020,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",145.86,7,14.2324,Returned,Online,,,20.35087026048702,2020-05-08,143.3504724035372,7,0.16
1440,CA-2020-122735,2020-04-12,15-04-2020,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,145.7,5,13.365,nan,Online,,,16.264580108263587,2020-05-04,144.5762175861881,4,0.08
1441,CA-2020-122735,2020-04-12,15-04-2020,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,160.96,4,17.982,Returned,COD,,,22.973223852373476,2020-04-22,163.68796209382793,4,0.09
8340,CA-2020-135076,2020-04-13,17-04-2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Hesperia,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",456.704,6,-38.2116,nan,Online,,,-42.36769734152765,2020-05-08,434.65212411808665,7,0.01
2120,CA-2020-155460,2020-04-13,15-04-2020,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,925.92,5,302.373,nan,Online,,,369.02158227719787,2020-04-26,955.5636675650215,5,0.09
2119,CA-2020-155460,2020-04-13,15-04-2020,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),103.28,1,2.376,Returned,Online,,,3.091300732995676,2020-04-29,107.20255433591751,1,0.02
9405,CA-2020-141663,2020-04-13,17-04-2020,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,99.92,5,1.683,nan,Online,,,1.8891177352702961,2020-04-22,103.48914574057075,5,0.29
931,CA-2020-144932,2020-04-14,17-04-2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",121.856,3,21.3408,nan,Online,,,27.667030296648104,2020-04-16,120.33346273683237,2,0.19
5361,US-2020-126060,2020-04-14,18-04-2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Fayetteville,North Carolina,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,210.272,8,-32.2192,Returned,Online,,,-47.38942510932618,2020-05-07,209.47295604124866,8,0.05
3101,CA-2020-131233,2020-04-14,19-04-2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",280.352,3,9.0882,nan,COD,,,10.380153857922945,2020-04-19,266.6817090822361,4,0.04
2663,CA-2020-159604,2020-04-14,15-04-2020,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,96.76,2,4.2048,nan,Cards,,,5.9110081493647515,2020-05-13,95.7865493876694,2,0.11
930,CA-2020-144932,2020-04-14,17-04-2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,95.592,3,2.5536,nan,Cards,,,3.227414400760374,2020-05-06,95.21371208036682,3,0.09
3100,CA-2020-131233,2020-04-14,19-04-2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,110.776,3,3.5022,nan,COD,,,4.770239753202855,2020-05-01,115.28429842889537,4,0.08
932,CA-2020-144932,2020-04-14,17-04-2020,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,117.872,3,5.0286,nan,COD,,,6.05491030265141,2020-05-07,122.51601150811143,4,0.14
5646,CA-2020-127117,2020-04-14,19-04-2020,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,166.45,5,20.1015,Returned,Cards,,,23.394063486190046,2020-05-06,174.20818563174325,4,0.27
5218,CA-2020-134635,2020-04-15,17-04-2020,Second Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,100.14,3,36.4044,nan,Cards,,,42.381458077990175,2020-04-19,103.99644132069648,4,0.17
1867,CA-2020-118857,2020-04-15,18-04-2020,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",225.45,5,70.722,nan,Cards,,,79.78833255190979,2020-05-02,214.36238499404627,6,0.16
309,CA-2020-126774,2020-04-15,17-04-2020,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,98.89,1,2.0049,nan,Cards,,,2.354271231462601,2020-04-24,100.28890636871333,2,0.24
7369,CA-2020-161851,2020-04-15,17-04-2020,First Class,BP-11095,Bart Pistole,Corporate,United States,Miami,Florida,South,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,107.57,3,-11.937,nan,COD,,,-16.302214719445328,2020-05-05,102.9255327571394,3,0.0
5953,US-2020-141698,2020-04-15,21-04-2020,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,97.736,4,7.2576,nan,COD,,,10.542943113806178,2020-04-17,95.51342751736343,3,0.06
13,CA-2020-114412,2020-04-15,20-04-2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,114.552,3,5.4432,nan,Online,,,7.760099572723925,2020-05-09,115.44902955711139,4,0.15
2547,CA-2020-108070,2020-04-16,20-04-2020,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,128.833,1,-6.049,nan,COD,,,-8.311650976172302,2020-05-04,131.41756800668983,2,0.21
2546,CA-2020-108070,2020-04-16,20-04-2020,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",235.92,4,2.0592,nan,COD,,,2.3560805172544574,2020-05-07,239.56807875543612,5,0.15
2740,CA-2020-122707,2020-04-16,18-04-2020,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,517.24,4,9.5448,nan,Online,,,11.603374534962233,2020-05-13,493.91549499584465,4,0.05
1521,CA-2020-109946,2020-04-16,21-04-2020,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,80.52,5,2.065,nan,COD,,,2.5274004790163596,2020-05-08,77.32821835777402,5,0.28
3232,US-2020-156356,2020-04-16,22-04-2020,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,120.046,3,-44.2782,nan,Online,,,-53.13307746559327,2020-04-27,115.58733325451477,2,0.1
3233,US-2020-156356,2020-04-16,22-04-2020,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",130.896,1,-4.7784,nan,Cards,,,-6.240601217742777,2020-04-29,125.54777762616452,0,0.24
2363,CA-2020-136497,2020-04-16,20-04-2020,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,111.71,5,-10.054,nan,Online,,,-13.213183221920092,2020-04-24,108.11555674234158,5,0.27
2741,CA-2020-122707,2020-04-16,18-04-2020,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,109.98,2,1.5588,nan,Online,,,1.9372055432386908,2020-05-13,112.05298872884454,3,0.1
7723,US-2020-138086,2020-04-16,20-04-2020,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,San Francisco,California,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,115.74,3,12.222,nan,COD,,,15.17380443923069,2020-04-17,119.56911034491603,4,0.25
3234,US-2020-156356,2020-04-16,22-04-2020,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,154.544,2,-7.7292,nan,COD,,,-11.063748770934273,2020-05-03,153.13477338275052,1,0.21
3252,CA-2020-119389,2020-04-17,19-04-2020,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",109.312,3,5.2773,Returned,COD,,,7.471164059374991,2020-04-29,111.4193332030695,4,0.27
9588,US-2020-129203,2020-04-17,22-04-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,212.136,4,-43.9056,nan,COD,,,-53.70174426697686,2020-04-21,205.77226495998872,4,0.08
6863,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",265.352,3,-19.1058,nan,Online,,,-27.999843700381486,2020-05-08,277.9105834796228,2,0.28
6861,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,290.89,11,46.7313,Returned,Online,,,69.21494376161968,2020-04-30,286.52657794240525,11,0.02
3012,CA-2020-134845,2020-04-17,23-04-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2579.985,5,-3399.98,nan,COD,,,-4184.3452432205195,2020-05-16,2669.218143000488,5,0.24
6860,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,114.9,5,3.597,Returned,Online,,,4.466646616323448,2020-04-26,120.01725962151167,6,0.13
3014,CA-2020-134845,2020-04-17,23-04-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,100.964,6,-6.5736,Returned,Online,,,-8.560494668373837,2020-05-14,104.6462980547742,6,0.05
6858,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",130.14,3,13.5072,nan,Cards,,,19.942682815621932,2020-04-24,124.5058184171453,3,0.02
3015,CA-2020-134845,2020-04-17,23-04-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,131.736,4,7.2576,nan,Cards,,,10.527350367189456,2020-05-10,133.71608636750287,5,0.12
3013,CA-2020-134845,2020-04-17,23-04-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,138.594,2,-15.8356,nan,Cards,,,-18.068850091315475,2020-05-11,133.32868513865776,2,0.12
3011,CA-2020-134845,2020-04-17,23-04-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,127.03,5,-9.223,Returned,Cards,,,-11.59416225807691,2020-04-22,120.75043709567919,6,0.07
6859,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,114.38,2,3.4686,Returned,COD,,,4.583229323506424,2020-04-22,109.2532990318208,2,0.06
6862,CA-2020-128965,2020-04-17,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,159.04,8,11.2896,nan,Cards,,,14.690625744847148,2020-05-04,165.65843682029399,9,0.12
9879,US-2020-166324,2020-04-20,21-04-2020,First Class,BE-11455,Brad Eason,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,152.382,3,-24.4764,nan,Online,,,-28.822067998420227,2020-04-29,158.60624872300272,4,0.12
7595,CA-2020-119655,2020-04-20,24-04-2020,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,195.86,7,70.4928,Returned,Online,,,101.758239554641,2020-04-26,190.4899964587464,6,0.13
6766,CA-2020-100615,2020-04-20,24-04-2020,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,344.058,3,-18.1176,nan,Cards,,,-24.8351769320094,2020-05-15,345.6771787441186,3,0.26
6156,CA-2020-151484,2020-04-20,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,348.704,1,33.2704,nan,COD,,,47.748458717867784,2020-05-09,364.57101751651777,1,0.18
9877,US-2020-166324,2020-04-20,21-04-2020,First Class,BE-11455,Brad Eason,Home Office,United States,Cleveland,Ohio,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,874.544,4,-21.2136,nan,Cards,,,-30.621952766563187,2020-05-06,874.2559365489526,3,0.01
6768,CA-2020-100615,2020-04-20,24-04-2020,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",120.56,5,-6.188,nan,Online,,,-8.65913040899344,2020-05-11,119.27697419967726,6,0.16
6767,CA-2020-100615,2020-04-20,24-04-2020,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,93.76,2,3.546,Returned,COD,,,4.523576316812599,2020-04-22,93.6029397553624,3,0.23
9878,US-2020-166324,2020-04-20,21-04-2020,First Class,BE-11455,Brad Eason,Home Office,United States,Cleveland,Ohio,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",89.7,5,-6.38,nan,COD,,,-8.576115318799364,2020-04-30,92.30323538112094,4,0.02
6155,CA-2020-151484,2020-04-20,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",133.336,3,5.7753,nan,Cards,,,6.7232933319853405,2020-05-06,133.03302904114517,2,0.13
7596,CA-2020-119655,2020-04-20,24-04-2020,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,128.56,4,18.28,nan,COD,,,25.033695292576525,2020-04-25,132.20181787056615,5,0.14
2239,CA-2020-166849,2020-04-20,26-04-2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,136.4,2,-52.17,nan,Cards,,,-61.12765694076732,2020-05-05,135.46835315854233,3,0.29
6157,CA-2020-151484,2020-04-20,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",137.408,3,9.5418,nan,COD,,,13.144591281091927,2020-05-03,134.00035952698136,2,0.14
6154,CA-2020-151484,2020-04-20,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",149.968,2,10.3936,nan,COD,,,12.38750057744498,2020-05-03,147.36564623454387,2,0.22
177,US-2020-152366,2020-04-21,25-04-2020,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",114.264,4,-243.16,Returned,Online,,,-278.909509657811,2020-05-04,109.4400420363301,5,0.09
3714,CA-2020-166198,2020-04-21,24-04-2020,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,185.6,3,34.146,nan,Cards,,,39.818121680168574,2020-05-06,185.55139404023618,2,0.23
7184,CA-2020-128853,2020-04-21,23-04-2020,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",938.82,9,227.205,nan,Cards,,,250.1065492329796,2020-05-05,905.7839498504313,9,0.1
3713,CA-2020-166198,2020-04-21,24-04-2020,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",118.54,1,3.462,Returned,COD,,,4.803510622803569,2020-04-29,122.23307821309194,1,0.13
7568,CA-2020-140802,2020-04-21,23-04-2020,First Class,KN-16390,Katherine Nockton,Corporate,United States,Houston,Texas,Central,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,91.736,4,7.2576,nan,Cards,,,10.109549541458437,2020-05-02,91.0075296910857,4,0.14
1103,US-2020-145863,2020-04-21,27-04-2020,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,119.694,3,-4.7145,nan,COD,,,-6.157011311266425,2020-05-09,122.86591881678653,3,0.28
1104,US-2020-145863,2020-04-21,27-04-2020,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,99.934,3,-4.9878,nan,Online,,,-5.808518151641618,2020-05-15,104.47560483656459,2,0.02
7567,CA-2020-140802,2020-04-21,23-04-2020,First Class,KN-16390,Katherine Nockton,Corporate,United States,Houston,Texas,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,116.976,3,8.3958,nan,Online,,,9.5159822027489,2020-04-25,121.06405326456556,4,0.06
3027,CA-2020-169054,2020-04-22,26-04-2020,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",265.352,3,0.0,Returned,COD,,,0.0,2020-05-18,277.33167903479125,3,0.21
8280,CA-2020-146192,2020-04-22,26-04-2020,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Columbus,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,689.06,3,87.7578,Returned,Online,,,102.3518581457914,2020-05-02,693.7412343205546,3,0.17
805,CA-2020-135783,2020-04-22,24-04-2020,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",109.28,2,6.2152,nan,Cards,,,9.051458128410902,2020-04-23,105.62266541453936,1,0.08
8472,US-2020-132031,2020-04-23,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,109.952,3,-11.6928,nan,Online,,,-13.99177679305977,2020-05-22,114.73926559544063,3,0.09
7241,CA-2020-136651,2020-04-23,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",112.36,7,26.544,nan,COD,,,32.95991124386151,2020-04-28,116.50051533274532,6,0.11
